LSB	PRG	MSB	NME	ELC	LVL	VXP
003	118	011	606 Tom		3	gs3:606 Tom
003	118	012	909 Tom		3	gs3:909 Tom
004	118	013	606DsTom		4	gs4:606DsTom
000	119	049	RevCymbl	0	1	gs1:RevCymbl
002	119	001	RvCymbl2		2	gs2:RvCymbl2
003	119	002	RvCymbl3		3	gs3:RvCymbl3
004	119	003	RvCymbl4		4	gs4:RvCymbl4
002	119	008	RevSnare		2	gs2:RevSnare
002	119	009	RvSnare2		2	gs2:RvSnare2
002	119	016	Rev Kick		2	gs2:Rev Kick
002	119	017	RevConBD		2	gs2:RevConBD
002	119	024	Rev.Tom		2	gs2:Rev.Tom
002	119	025	Rev.Tom2		2	gs2:Rev.Tom2
004	119	026	Rev.Tom3		4	gs4:Rev.Tom3
004	119	027	Rev.Tom4		4	gs4:Rev.Tom4
004	119	040	RvSnr1!!		4	gs4:RvSnr1!!
004	119	041	RvSnr2!!		4	gs4:RvSnr2!!
004	119	042	RvSnr3!!		4	gs4:RvSnr3!!
004	119	043	RvBDr1!!		4	gs4:RvBDr1!!
004	119	044	RvBDr2!!		4	gs4:RvBDr2!!
004	119	045	RvBDr3!!		4	gs4:RvBDr3!!
004	119	046	RvClap!!		4	gs4:RvClap!!
000	120	049	FretNoiz	0	1	gs1:FretNoiz
000	120	001	CutNoise	0	1	gs1:CutNoise
000	120	002	Str.Slap	0	1	gs1:Str.Slap
002	120	003	CutNoiz2	0	2	gs2:CutNoiz2
002	120	004	DstCutNz	0	2	gs2:DstCutNz
002	120	005	B.Slide	0	2	gs2:B.Slide
002	120	006	P.Scrape	0	2	gs2:P.Scrape
003	120	008	Gtr.Fx!!	0	3	gs3:Gtr.Fx!!
003	120	009	BartkPiz	0	3	gs3:BartkPiz
003	120	010	Gtr.Slap	0	3	gs3:Gtr.Slap
003	120	011	ChrdStrk	0	3	gs3:ChrdStrk
003	120	012	BiwaStrk	0	3	gs3:BiwaStrk
003	120	013	BiwaTrem	0	3	gs3:BiwaTrem
004	120	016	AcBaNz!!	0	4	gs4:AcBaNz!!
004	120	017	DsGtNz!!	0	4	gs4:DsGtNz!!
004	120	018	ElGtNz!!	0	4	gs4:ElGtNz!!
004	120	019	ElGtNz!2	0	4	gs4:ElGtNz!2
004	120	020	GtStrk!!	0	4	gs4:GtStrk!!
004	120	021	GtSlide!	0	4	gs4:GtSlide!
004	120	022	AcBaMute	0	4	gs4:AcBaMute
004	120	023	AcBaTch.	0	4	gs4:AcBaTch.
004	120	024	AcBaAtk.	0	4	gs4:AcBaAtk.
004	120	025	TCUpNoiz	0	4	gs4:TCUpNoiz
004	120	026	TCDownMt	0	4	gs4:TCDownMt
004	120	027	TC Up Mt	0	4	gs4:TC Up Mt
004	120	028	TCDownNz	0	4	gs4:TCDownNz
004	120	029	DsGtUpNz	0	4	gs4:DsGtUpNz
004	120	030	DsGtDown	0	4	gs4:DsGtDown
004	120	031	DsGtDwn2	0	4	gs4:DsGtDwn2
004	120	032	DsGtMute	0	4	gs4:DsGtMute
004	120	034	GtrStrk5	0	4	gs4:GtrStrk5
004	120	035	StlGtrSl	0	4	gs4:StlGtrSl
004	120	036	StlGtSl2	0	4	gs4:StlGtSl2
004	120	037	StlGtSl3	0	4	gs4:StlGtSl3
004	120	038	StlGtSl4	0	4	gs4:StlGtSl4
004	120	039	Gtr.Strk	0	4	gs4:Gtr.Strk
004	120	040	GtrStrk2	0	4	gs4:GtrStrk2
004	120	041	GtrStrk3	0	4	gs4:GtrStrk3
004	120	042	GtrStrk4	0	4	gs4:GtrStrk4
000	121	049	BrthNoiz	0	1	gs1:BrthNoiz
000	121	001	Fl.KClik	0	1	gs1:Fl.KClik
004	121	002	BrthNz!!	0	4	gs4:BrthNz!!
004	121	003	Fl. Brth	0	4	gs4:Fl. Brth
004	121	004	Fl.Brth2	0	4	gs4:Fl.Brth2
004	121	005	Fl.Brth3	0	4	gs4:Fl.Brth3
004	121	006	VoxBrth.	0	4	gs4:VoxBrth.
004	121	007	VoxBrth2	0	4	gs4:VoxBrth2
004	121	008	TrombnNz	0	4	gs4:TrombnNz
004	121	009	TrumptNz	0	4	gs4:TrumptNz
000	122	049	Seashore	0	1	gs1:Seashore
000	122	001	Shower	0	1	gs1:Shower
000	122	002	Thunder	0	1	gs1:Thunder
000	122	003	Wind	0	1	gs1:Wind
000	122	004	Stream	1	1	gs1:Stream
000	122	005	Bubble	1	1	gs1:Bubble
003	122	006	Wind 2	0	3	gs3:Wind 2
004	122	007	Cricket	0	4	gs4:Cricket
003	122	016	PinkNoiz	0	3	gs3:PinkNoiz
003	122	017	White Nz	0	3	gs3:White Nz
000	123	049	Tweet	1	1	gs1:Tweet
000	123	001	Dog Woof	0	1	gs1:Dog Woof
000	123	002	HorseGlp	0	1	gs1:HorseGlp
000	123	003	BirdTwit	0	1	gs1:BirdTwit
002	123	004	Kitty	0	2	gs2:Kitty
002	123	005	Growl	0	2	gs2:Growl
004	123	006	Growl 2	0	4	gs4:Growl 2
004	123	007	FancyAni	0	4	gs4:FancyAni
004	123	008	Seal	0	4	gs4:Seal
000	124	049	Telphone	0	1	gs1:Telphone
000	124	001	PhonCall	0	1	gs1:PhonCall
000	124	002	DoorSqek	0	1	gs1:DoorSqek
000	124	003	DoorSlam	0	1	gs1:DoorSlam
000	124	004	ScratchC	0	1	gs1:ScratchC
000	124	005	WindChim	1	1	gs1:WindChim
002	124	007	Scratch2	0	2	gs2:Scratch2
003	124	008	ScrachKy	1	3	gs3:ScrachKy
003	124	009	TapeRwnd	0	3	gs3:TapeRwnd
003	124	010	PhonNoiz	0	3	gs3:PhonNoiz
003	124	011	MC500 Bp	0	3	gs3:MC500 Bp
004	124	012	Scratch3	0	4	gs4:Scratch3
004	124	013	Scratch4	0	4	gs4:Scratch4
004	124	014	Scratch5	0	4	gs4:Scratch5
004	124	015	Scratch6	0	4	gs4:Scratch6
004	124	016	Scratch7	0	4	gs4:Scratch7
000	125	049	Helicptr	0	1	gs1:Helicptr
000	125	001	CarStart	0	1	gs1:CarStart
000	125	002	CarTyreS	0	1	gs1:CarTyreS
000	125	003	Car Pass	0	1	gs1:Car Pass
000	125	004	CarCrash	1	1	gs1:CarCrash
000	125	005	Siren	0	1	gs1:Siren
000	125	006	Train	0	1	gs1:Train
000	125	007	JetPlane	1	1	gs1:JetPlane
000	125	008	Starship	1	1	gs1:Starship
000	125	009	Burst	1	1	gs1:Burst
003	125	010	Calclate	1	3	gs3:Calclate
003	125	011	PercBang	1	3	gs3:PercBang
004	125	012	Burner	1	4	gs4:Burner
004	125	013	Glas&Glm	0	4	gs4:Glas&Glm
004	125	014	Ice Ring	0	4	gs4:Ice Ring
004	125	015	OverBlow	1	4	gs4:OverBlow
004	125	016	CrakBotl	0	4	gs4:CrakBotl
004	125	017	PourBotl	0	4	gs4:PourBotl
004	125	018	Soda	0	4	gs4:Soda
004	125	019	CD Tray	0	4	gs4:CD Tray
004	125	020	AudioSwi	0	4	gs4:AudioSwi
004	125	021	Key Type	0	4	gs4:Key Type
004	125	022	TrainHrn	0	4	gs4:TrainHrn
004	125	023	TrainPas	0	4	gs4:TrainPas
004	125	024	CarStar2	0	4	gs4:CarStar2
004	125	025	Car Horn	0	4	gs4:Car Horn
004	125	026	Boeeeeen	0	4	gs4:Boeeeeen
004	125	027	RailCros	0	4	gs4:RailCros
004	125	028	Compress	0	4	gs4:Compress
004	125	029	SwordBom	0	4	gs4:SwordBom
004	125	030	SwordCrs	0	4	gs4:SwordCrs
004	125	031	Stab	0	4	gs4:Stab
004	125	032	Stab 2	0	4	gs4:Stab 2
000	125	016	Coaster	0	1	gs1:Coaster
000	126	049	Applause	1	1	gs1:Applause
000	126	001	LaughVox	0	1	gs1:LaughVox
000	126	002	ScreamVx	0	1	gs1:ScreamVx
000	126	003	Punch	0	1	gs1:Punch
000	126	004	Heart	0	1	gs1:Heart
000	126	005	Footstep	0	1	gs1:Footstep
002	126	006	Applauz2	1	2	gs2:Applauz2
003	126	007	SmalClub	1	3	gs3:SmalClub
003	126	008	ApplzWav	1	3	gs3:ApplzWav
004	126	009	BabyLaf.	0	4	gs4:BabyLaf.
003	126	016	Voice 1	0	3	gs3:Voice 1
003	126	017	Voice 2	0	3	gs3:Voice 2
003	126	018	Voice 3	0	3	gs3:Voice 3
003	126	019	VoiceTah	0	3	gs3:VoiceTah
003	126	020	VoiceWey	0	3	gs3:VoiceWey
004	126	022	Vx Kikit	0	4	gs4:Vx Kikit
004	126	023	VxComeOn	0	4	gs4:VxComeOn
004	126	024	Voice Ow	0	4	gs4:Voice Ow
004	126	025	VoiceWoo	0	4	gs4:VoiceWoo
004	126	026	VoiceHie	0	4	gs4:VoiceHie
000	127	049	Gunshot	0	1	gs1:Gunshot
000	127	001	MchinGun	0	1	gs1:MchinGun
000	127	002	LaserGun	0	1	gs1:LaserGun
000	127	003	Xplosion	1	1	gs1:Xplosion
003	127	004	Eruption	0	3	gs3:Eruption
003	127	005	Big Shot	1	3	gs3:Big Shot
004	127	006	Xploshn2	1	4	gs4:Xploshn2
126	000	049	BritePno	0	1	mt2:BritePno
126	001	049	BritePno	0	1	mt2:BritePno
126	002	049	BritePno	0	1	mt2:BritePno
126	003	049	HnkyTonk	1	1	mt2:HnkyTonk
126	004	049	GrandPno	0	1	mt2:GrandPno
126	005	049	BritePno	0	1	mt2:BritePno
126	006	049	BritePno	0	1	mt2:BritePno
126	007	049	ElPiano1	0	1	mt2:ElPiano1
126	008	049	Det.EP 1	1	1	mt2:Det.EP 1
126	009	049	ElPiano2	0	1	mt2:ElPiano2
126	010	049	SteelGtr	0	1	mt2:SteelGtr
126	011	049	SteelGtr	0	1	mt2:SteelGtr
126	012	049	12StrGtr	1	1	mt2:12StrGtr
126	013	049	Funk Gtr	0	1	mt2:Funk Gtr
126	014	049	MutedGtr	0	1	mt2:MutedGtr
126	015	049	SlapBass	0	1	mt2:SlapBass
126	016	049	SlapBass	0	1	mt2:SlapBass
126	017	049	SlapBass	0	1	mt2:SlapBass
126	018	049	SlapBass	0	1	mt2:SlapBass
126	019	049	SlapBas2	0	1	mt2:SlapBas2
126	020	049	SlapBas2	0	1	mt2:SlapBas2
126	021	049	SlapBas2	0	1	mt2:SlapBas2
126	022	049	SlapBas2	0	1	mt2:SlapBas2
126	023	049	FngrBass	0	1	mt2:FngrBass
126	024	049	FngrBass	0	1	mt2:FngrBass
126	025	049	PickBass	0	1	mt2:PickBass
126	026	049	PickBass	0	1	mt2:PickBass
126	027	049	Fretless	0	1	mt2:Fretless
126	028	049	Aco.Bass	0	1	mt2:Aco.Bass
126	029	049	ChoirAah	0	1	mt2:ChoirAah
126	030	049	ChoirAah	0	1	mt2:ChoirAah
126	031	049	ChoirAah	0	1	mt2:ChoirAah
126	032	049	ChoirAah	0	1	mt2:ChoirAah
126	033	049	Slow Str	0	1	mt2:Slow Str
126	034	049	Strings	0	1	mt2:Strings
126	035	049	Syn.Str3	1	1	mt2:Syn.Str3
126	036	049	Syn.Str3	1	1	mt2:Syn.Str3
126	037	049	DrawOrgn	0	1	mt2:DrawOrgn
126	038	049	DrawOrgn	0	1	mt2:DrawOrgn
126	039	049	DrawOrgn	0	1	mt2:DrawOrgn
126	040	049	PercOrgn	0	1	mt2:PercOrgn
126	041	049	DrawOrgn	0	1	mt2:DrawOrgn
126	042	049	DrawOrgn	0	1	mt2:DrawOrgn
126	043	049	PercOrgn	0	1	mt2:PercOrgn
126	044	049	PercOrgn	0	1	mt2:PercOrgn
126	045	049	PercOrgn	0	1	mt2:PercOrgn
126	046	049	Trumpet	0	1	mt2:Trumpet
126	047	049	Trumpet	0	1	mt2:Trumpet
126	048	049	Trombone	0	1	mt2:Trombone
126	049	049	Trombone	0	1	mt2:Trombone
126	050	049	Trombone	0	1	mt2:Trombone
126	051	049	Trombone	0	1	mt2:Trombone
126	052	049	Trombone	0	1	mt2:Trombone
126	053	049	Trombone	0	1	mt2:Trombone
126	054	049	Alto Sax	0	1	mt2:Alto Sax
126	055	049	TenorSax	0	1	mt2:TenorSax
126	056	049	Bari.Sax	0	1	mt2:Bari.Sax
126	057	049	Alto Sax	0	1	mt2:Alto Sax
126	058	049	BrasSect	0	1	mt2:BrasSect
126	059	049	BrasSect	0	1	mt2:BrasSect
126	060	049	SynBrass	1	1	mt2:SynBrass
126	061	049	SynBrass	1	1	mt2:SynBrass
126	062	049	BrasSect	0	1	mt2:BrasSect
126	063	049	Orch.Hit	1	1	mt2:Orch.Hit
127	000	049	GrandPno	3	1	mt1:GrandPno
127	001	049	BritePno	1	1	mt1:BritePno
127	002	049	MelloGrP	0	1	mt1:MelloGrP
127	003	049	ElPiano1	2	1	mt1:ElPiano1
127	004	049	ElPiano2	1	1	mt1:ElPiano2
127	005	049	ElPiano3	1	1	mt1:ElPiano3
127	006	049	ElPiano4	3	1	mt1:ElPiano4
127	007	049	HnkyTonk	2	1	mt1:HnkyTonk
127	008	049	ElecOrgn	2	1	mt1:ElecOrgn
127	009	049	ElecOrg2	2	1	mt1:ElecOrg2
127	010	049	ElecOrg3	1	1	mt1:ElecOrg3
127	011	049	ElecOrg4	1	1	mt1:ElecOrg4
127	012	049	PipeOrgn	2	1	mt1:PipeOrgn
127	013	049	PipeOrg2	2	1	mt1:PipeOrg2
127	014	049	PipeOrg3	1	1	mt1:PipeOrg3
127	015	049	Acordion	1	1	mt1:Acordion
127	016	049	Hrpschrd	3	1	mt1:Hrpschrd
127	017	049	Hpschrd2	1	1	mt1:Hpschrd2
127	018	049	Hpschrd3	0	1	mt1:Hpschrd3
127	019	049	Clvichrd	2	1	mt1:Clvichrd
127	020	049	Clavi. 2	1	1	mt1:Clavi. 2
127	021	049	Clavi. 3	0	1	mt1:Clavi. 3
127	022	049	Celesta	3	1	mt1:Celesta
127	023	049	Celesta2	1	1	mt1:Celesta2
127	024	049	SynBrass	1	1	mt1:SynBrass
127	025	049	SynBras2	2	1	mt1:SynBras2
127	026	049	SynBras3	1	1	mt1:SynBras3
127	027	049	SynBras4	1	1	mt1:SynBras4
127	028	049	SynBass1	1	1	mt1:SynBass1
127	029	049	SynBass2	1	1	mt1:SynBass2
127	030	049	SynBass3	1	1	mt1:SynBass3
127	031	049	SynBass4	0	1	mt1:SynBass4
127	032	049	Fantasia	2	1	mt1:Fantasia
127	033	049	HarmoPan	2	1	mt1:HarmoPan
127	034	049	Chorale	2	1	mt1:Chorale
127	035	049	Glasses	1	1	mt1:Glasses
127	036	049	SoundTrk	3	1	mt1:SoundTrk
127	037	049	Atmosphr	3	1	mt1:Atmosphr
127	038	049	WarmBell	3	1	mt1:WarmBell
127	039	049	FunnyVox	0	1	mt1:FunnyVox
127	040	049	EchoBell	2	1	mt1:EchoBell
127	041	049	Ice Rain	2	1	mt1:Ice Rain
127	042	049	Oboe2001	1	1	mt1:Oboe2001
127	043	049	Echo Pan	1	1	mt1:Echo Pan
127	044	049	Dr. Solo	1	1	mt1:Dr. Solo
127	045	049	Sch.Daze	1	1	mt1:Sch.Daze
127	046	049	Belsingr	0	1	mt1:Belsingr
127	047	049	Sqr.Lead	1	1	mt1:Sqr.Lead
127	048	049	Str Sect	3	1	mt1:Str Sect
127	049	049	StrSect2	2	1	mt1:StrSect2
127	050	049	StrSect3	1	1	mt1:StrSect3
127	051	049	Pizz.Str	2	1	mt1:Pizz.Str
127	052	049	Violin	2	1	mt1:Violin
127	053	049	Violin 2	1	1	mt1:Violin 2
127	054	049	Cello	2	1	mt1:Cello
127	055	049	Cello 2	1	1	mt1:Cello 2
127	056	049	Contrbas	1	1	mt1:Contrbas
127	057	049	Harp	2	1	mt1:Harp
127	058	049	Harp 2	1	1	mt1:Harp 2
127	059	049	Guitar	1	1	mt1:Guitar
127	060	049	Guitar 2	1	1	mt1:Guitar 2
127	061	049	Elec.Gtr	3	1	mt1:Elec.Gtr
127	062	049	ElecGtr2	2	1	mt1:ElecGtr2
127	063	049	Sitar	3	1	mt1:Sitar
127	064	049	Aco.Bass	1	1	mt1:Aco.Bass
127	065	049	AcouBas2	0	1	mt1:AcouBas2
127	066	049	ElecBass	1	1	mt1:ElecBass
127	067	049	ElecBas2	0	1	mt1:ElecBas2
127	068	049	SlapBass	2	1	mt1:SlapBass
127	069	049	SlapBas2	1	1	mt1:SlapBas2
127	070	049	Fretless	3	1	mt1:Fretless
127	071	049	Fretles2	1	1	mt1:Fretles2
127	072	049	Flute	3	1	mt1:Flute
127	073	049	Flute 2	1	1	mt1:Flute 2
127	074	049	Piccolo	2	1	mt1:Piccolo
127	075	049	Piccolo2	1	1	mt1:Piccolo2
127	076	049	Recorder	1	1	mt1:Recorder
127	077	049	Pan Pipe	2	1	mt1:Pan Pipe
127	078	049	SprnoSax	3	1	mt1:SprnoSax
127	079	049	Alto Sax	2	1	mt1:Alto Sax
127	080	049	TenorSax	1	1	mt1:TenorSax
127	081	049	Bari.Sax	0	1	mt1:Bari.Sax
127	082	049	Clarinet	2	1	mt1:Clarinet
127	083	049	Clrinet2	1	1	mt1:Clrinet2
127	084	049	Oboe	1	1	mt1:Oboe
127	085	049	Eng.Horn	1	1	mt1:Eng.Horn
127	086	049	Bassoon	1	1	mt1:Bassoon
127	087	049	Harmnica	1	1	mt1:Harmnica
127	088	049	Trumpet	2	1	mt1:Trumpet
127	089	049	Trumpet2	1	1	mt1:Trumpet2
127	090	049	Trombone	2	1	mt1:Trombone
127	091	049	Trombon2	1	1	mt1:Trombon2
127	092	049	FrchHorn	2	1	mt1:FrchHorn
127	093	049	FrHorn 2	1	1	mt1:FrHorn 2
127	094	049	Tuba	1	1	mt1:Tuba
127	095	049	BrasSect	3	1	mt1:BrasSect
127	096	049	BrasSec2	2	1	mt1:BrasSec2
127	097	049	Vibrafon	2	1	mt1:Vibrafon
127	098	049	Vibrfon2	1	1	mt1:Vibrfon2
127	099	049	SynMalet	0	1	mt1:SynMalet
127	100	049	Windbell	2	1	mt1:Windbell
127	101	049	Glocken	1	1	mt1:Glocken
127	102	049	TubulBel	3	1	mt1:TubulBel
127	103	049	Xylophon	0	1	mt1:Xylophon
127	104	049	Marimba	2	1	mt1:Marimba
127	105	049	Koto	1	1	mt1:Koto
127	106	049	Sho	3	1	mt1:Sho
127	107	049	Shakhchi	3	1	mt1:Shakhchi
127	108	049	Whistle	1	1	mt1:Whistle
127	109	049	Whistle2	0	1	mt1:Whistle2
127	110	049	BotlBlow	3	1	mt1:BotlBlow
127	111	049	BrthPipe	2	1	mt1:BrthPipe
127	112	049	Timpani	1	1	mt1:Timpani
127	113	049	MelodTom	0	1	mt1:MelodTom
127	114	049	Dp Snare	1	1	mt1:Dp Snare
127	115	049	ElecPerc	1	1	mt1:ElecPerc
127	116	049	El.Perc2	1	1	mt1:El.Perc2
127	117	049	Taiko	2	1	mt1:Taiko
127	118	049	TaikoRim	0	1	mt1:TaikoRim
127	119	049	Cymbal	1	1	mt1:Cymbal
127	120	049	Cascanet	1	1	mt1:Cascanet
127	121	049	Triangle	1	1	mt1:Triangle
127	122	049	Orch.Hit	3	1	mt1:Orch.Hit
127	123	049	Telphone	0	1	mt1:Telphone
127	124	049	Tweet	0	1	mt1:Tweet
127	125	049	1NoteJam	3	1	mt1:1NoteJam
127	126	049	WaterBel	2	1	mt1:WaterBel
127	127	049	JnglTune	3	1	mt1:JnglTune
000	000	128	Standard	16	1	gs1:Standard
002	001	128	Standrd2	16	2	gs2:Standrd2
003	002	128	Standrd3	16	3	gs3:Standrd3
004	002	128	StdrdL/R	16	4	gs4:StdrdL/R
000	008	128	Room Kit	16	1	gs1:Room Kit
003	009	128	HipHopKt	16	3	gs3:HipHopKt
003	010	128	JungleKt	16	3	gs3:JungleKt
003	011	128	TechnoKt	16	3	gs3:TechnoKt
004	012	128	Room L/R	16	4	gs4:Room L/R
004	013	128	HouseKit	16	4	gs4:HouseKit
000	016	128	PowerKit	16	1	gs1:PowerKit
000	024	128	Electro	16	1	gs1:Electro
000	025	128	AnalogKt	16	1	gs1:AnalogKt
002	026	128	DanceKit	16	2	gs2:DanceKit
003	027	128	CR-78 Kt	16	3	gs3:CR-78 Kt
003	028	128	TR-606Kt	16	3	gs3:TR-606Kt
003	029	128	TR-707Kt	16	3	gs3:TR-707Kt
003	030	128	AnalgKt2	16	3	gs3:AnalgKt2
000	032	128	Jazz Kit	16	1	gs1:Jazz Kit
004	033	128	Jazz L/R	16	4	gs4:Jazz L/R
000	040	128	BrushKit	16	1	gs1:BrushKit
004	041	128	BrushKt2	16	4	gs4:BrushKt2
004	042	128	Brush2LR	16	4	gs4:Brush2LR
000	048	128	Orch.Kit	16	1	gs1:Orch.Kit
002	049	128	EthnicKt	16	2	gs2:EthnicKt
002	050	128	KikSnare	16	2	gs2:KikSnare
004	051	128	KkSnare2	16	4	gs4:KkSnare2
003	052	128	AsianKit	16	3	gs3:AsianKit
003	053	128	CymbalKt	16	3	gs3:CymbalKt
004	054	128	GamelnKt	16	4	gs4:GamelnKt
004	055	128	GamlnKt2	16	4	gs4:GamlnKt2
000	056	128	SFX Kit	16	1	gs1:SFX Kit
002	057	128	RyFX Kit	16	2	gs2:RyFX Kit
003	058	128	RyFX2 Kt	16	3	gs3:RyFX2 Kt
004	059	128	RyFX3 Kt	16	4	gs4:RyFX3 Kt
004	060	128	SFX Kt 2	16	4	gs4:SFX Kt 2
004	061	128	VoiceKit	16	4	gs4:VoiceKit
004	062	128	CymblKt2	16	4	gs4:CymblKt2
000	127	128	MT-32 Kt	16	1	gs1:MT-32 Kt
127	000	128	MT-32 Kt	16	1	gs1:MT-32 Kt
